	ActionName	TaskId	TaskName	TaskCode	ModelName	BehaviourType	AnyOfTheseMode	SearchSetGroup	PropertyName	Operator	PropertyValue
	NONE	16414535	L3DO - Install Canopy Columns	CON.SP1.4398	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d4eb
	NONE	16414535	L3DO - Install Canopy Columns	CON.SP1.4398	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d4f3
	NONE	16414535	L3DO - Install Canopy Columns	CON.SP1.4398	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d4fb
	NONE	16414535	L3DO - Install Canopy Columns	CON.SP1.4398	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d47d
	NONE	16414535	L3DO - Install Canopy Columns	CON.SP1.4398	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d47b
	NONE	16414535	L3DO - Install Canopy Columns	CON.SP1.4398	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	8c50e89c-c82c-4adb-860c-2cc5718d98ba
	NONE	16414535	L3DO - Install Canopy Columns	CON.SP1.4398	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d715
	NONE	16414535	L3DO - Install Canopy Columns	CON.SP1.4398	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d71d
	NONE	16414535	L3DO - Install Canopy Columns	CON.SP1.4398	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d4e5
	NONE	16414535	L3DO - Install Canopy Columns	CON.SP1.4398	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d4ed
	NONE	16414535	L3DO - Install Canopy Columns	CON.SP1.4398	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d4f5
	NONE	16414535	L3DO - Install Canopy Columns	CON.SP1.4398	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	79090bca-0dc7-4ce9-8821-00202e8cf3f2
	NONE	16414537	L3DO - Pour Raised Pavements and Pedestrian Crossings	CON.SP1.4404	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AllOfThese	VB_PDS.Zone	Equals	Stage 3
	NONE	16414537	L3DO - Pour Raised Pavements and Pedestrian Crossings	CON.SP1.4404	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AllOfThese	Element.Type	Equals	GAM_Floor_Finish_ConcretePaver_Small_50_PAV-001
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AllOfThese	Item.Name	Equals	GRM_Metal_Protective_Paint_External_Monument_PNT-311
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d4c7
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d4ff
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d4f7
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d4ef
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d4e7
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d71f
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d708
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d473
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d471
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	79090bca-0dc7-4ce9-8821-00202e8cf37e
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d4f1
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d4e9
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d4e1
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d719
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d711
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	8c50e89c-c82c-4adb-860c-2cc5718d8f29
	NONE	16414553	L3DO - Install Canopy Columns	CON.SP1.4452	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d303f9ce-8c36-453f-9602-4e6ae7ab92b0
	NONE	16414555	L3DO - Pour Raised Pavements and Pedestrian crossings	CON.SP1.4458	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AllOfThese	VB_PDS.Zone	Equals	Stage 4
	NONE	16414555	L3DO - Pour Raised Pavements and Pedestrian crossings	CON.SP1.4458	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AllOfThese	Element.Type	Equals	GAM_Floor_Finish_ConcretePaver_Small_50_PAV-001
	NONE	16413507	L3DO - Install Precast Kerbs	CON.SP1.4540	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AllOfThese	VB_PDS.Zone	Equals	Stage 1
	NONE	16413507	L3DO - Install Precast Kerbs	CON.SP1.4540	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AnyOfThese	Element.Type	Equals	GAM_Floor_Concrete_150_CON-001
	NONE	16413508	L3DO - Install Planter Boxes	CON.SP1.4543	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AllOfThese	VB_PDS.Zone	Equals	Stage 1
	NONE	16413508	L3DO - Install Planter Boxes	CON.SP1.4543	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AnyOfThese	Element.Type	Contains	planterbox
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AllOfThese	Item.Name	Equals	GRM_Anodized_Portland Stone_MTL-402
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba331a
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	1490c5f2-7f01-4fab-b007-405d1b263101
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba355d
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba353d
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba3519
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba34e7
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba34c0
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	5250c8ae-72d0-4e29-8572-9c391159ae72
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	1490c5f2-7f01-4fab-b007-405d1b263418
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba30f3
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba30da
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	2be3e1aa-d182-4073-bc57-727f57d270ee
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba335a
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba336d
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba338d
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba33fe
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba3400
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	79090bca-0dc7-4ce9-8821-00202e8ceca3
	NONE	16413509	L3DO - Install Steel Canopies	CON.SP1.4546	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	1490c5f2-7f01-4fab-b007-405d1b2636e4
	NONE	16413513	L3DO - Install Traffic Crash barriers	CON.SP1.4552	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AllOfThese	Element.Type	Equals	GAM_Site_Bollard_Steel_Round_140_BOL-001
	NONE	16413513	L3DO - Install Traffic Crash barriers	CON.SP1.4552	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AnyOfThese	VB_PDS.Zone	Equals	Stage 1
	NONE	16414289	L3DO - Install Precast Kerbs	CON.SP1.4579	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AllOfThese	VB_PDS.Zone	Equals	Stage 2
	NONE	16414289	L3DO - Install Precast Kerbs	CON.SP1.4579	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AnyOfThese	Element.Type	Contains	GAM_Floor_Concrete_150_CON-001
	NONE	16414290	L3DO - Install Planter Boxes	CON.SP1.4582	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AllOfThese	VB_PDS.Zone	Equals	Stage 2
	NONE	16414290	L3DO - Install Planter Boxes	CON.SP1.4582	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AnyOfThese	Element.Type	Contains	planterbox
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AllOfThese	Item.Name	Equals	GRM_Anodized_Portland Stone_MTL-402
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba035a
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba036e
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	5250c8ae-72d0-4e29-8572-9c391159ae4c
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	5250c8ae-72d0-4e29-8572-9c391159ae48
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba31ae
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	c5c735b3-499f-4544-8a34-58a5eabd859c
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	95e5a0f5-22a4-4d48-945e-0ec60078317a
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	5250c8ae-72d0-4e29-8572-9c391159ae48
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba3605
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	f31a4e17-8d23-4a69-bb70-f2a07865ba92
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba35c5
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba35be
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba3584
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba357e
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba0cdd
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba3126
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	95e5a0f5-22a4-4d48-945e-0ec600783510
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba319c
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	1490c5f2-7f01-4fab-b007-405d1b263ebe
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	2be3e1aa-d182-4073-bc57-727f57d26ed6
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba026d
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba028d
	NONE	16414291	L3DO - Install Steel Canopies	CON.SP1.4585	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d6dc3786-8f71-4e87-9ce3-bb465aba02d6
	NONE	16414294	L3DO - Install Metalwork (Balustrades,Bollards, Bins & Benches)	CON.SP1.4606	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AllOfThese	VB_PDS.Zone	Equals	Stage 2
	NONE	16414294	L3DO - Install Metalwork (Balustrades,Bollards, Bins & Benches)	CON.SP1.4606	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AnyOfThese	Element.Type	Contains	bollard
	NONE	16414302	L3DO - Install Precast Kerbs	CON.SP1.4618	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AllOfThese	VB_PDS.Zone	Equals	Stage 3
	NONE	16414302	L3DO - Install Precast Kerbs	CON.SP1.4618	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AnyOfThese	Element.Type	Contains	concrete
	NONE	16414303	L3DO - Install Planter Boxes	CON.SP1.4621	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AllOfThese	VB_PDS.Zone	Equals	Stage 3
	NONE	16414303	L3DO - Install Planter Boxes	CON.SP1.4621	V01_MH_ Carpark_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwd	Construction	And	AnyOfThese	Element.Type	Contains	planterbox
	NONE	16414304	L3DO - Install Steel Canopies	CON.SP1.4624	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AllOfThese	Item.Name	Equals	GRM_Anodized_Portland Stone_MTL-402
	NONE	16414304	L3DO - Install Steel Canopies	CON.SP1.4624	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	279f29fc-550c-4c96-b80d-5652aee600b6
	NONE	16414304	L3DO - Install Steel Canopies	CON.SP1.4624	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	d303f9ce-8c36-453f-9602-4e6ae7aa708d
	NONE	16414304	L3DO - Install Steel Canopies	CON.SP1.4624	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	8c50e89c-c82c-4adb-860c-2cc5718d978e
	NONE	16414304	L3DO - Install Steel Canopies	CON.SP1.4624	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	caf5d782-465f-414d-af95-ecde3b43cd2d
	NONE	16414304	L3DO - Install Steel Canopies	CON.SP1.4624	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	caf5d782-465f-414d-af95-ecde3b43cd18
	NONE	16414304	L3DO - Install Steel Canopies	CON.SP1.4624	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	caf5d782-465f-414d-af95-ecde3b43cd70
	NONE	16414304	L3DO - Install Steel Canopies	CON.SP1.4624	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	caf5d782-465f-414d-af95-ecde3b43cd54
	NONE	16414304	L3DO - Install Steel Canopies	CON.SP1.4624	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	caf5d782-465f-414d-af95-ecde3b43ceb5
	NONE	16414304	L3DO - Install Steel Canopies	CON.SP1.4624	V01_CP16007(02)-GAM-FC-C1-000-M3-AA-0001-ARCH MAIN[C01].nwc	Construction	And	AnyOfThese	Item.GUID	Equals	429108da-05bf-48f2-9b7d-0570c9f8d4fb
